Analysis Id,Sample Id,Sample#,Type,Fixed?,Latitude,Longitude,Distance(miles),Bearing,Direction,Collection Date,Source,Description,Filter Type,Volume,Volume Unit,Uncertainty%,MDA,Method Code,Moisture%,Nuclide,Result,Unit
205031,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,4.58875751529513E-14,Gamma Spectroscopy,,Ba-140,0,uCi/mL
205033,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,1.18817639680103E-13,Gamma Spectroscopy,,Ce-144,0,uCi/mL
205035,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,2.18657330591048E-14,Gamma Spectroscopy,,Cs-134,0,uCi/mL
205037,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,7.14897063128346E-14,Gamma Spectroscopy,,Cs-136,0,uCi/mL
205039,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,1.90613234911768E-14,Gamma Spectroscopy,,Cs-137,0,uCi/mL
205041,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,4.93039294369319E-14,Gamma Spectroscopy,,I-131,0,uCi/mL
205043,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,1.65973773535149E-13,Gamma Spectroscopy,,I-132,0,uCi/mL
205045,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,3.16757923687488E-12,Gamma Spectroscopy,,Mo-99,0,uCi/mL
205047,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,2.43916978160388E-14,Gamma Spectroscopy,,Nb-95,0,uCi/mL
205049,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,2.12998552623201E-13,Gamma Spectroscopy,,Ru-106,0,uCi/mL
205051,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,2.39907387927457E-13,Gamma Spectroscopy,,Te-129m,0,uCi/mL
205053,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,1.65973773535149E-13,Gamma Spectroscopy,,Te-132,0,uCi/mL
205055,9627,SCF-00216C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/29/2011 10:55:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00216;,Charcoal,1263,cubic feet,0,4.25462473033931E-14,Gamma Spectroscopy,,Zr-95,0,uCi/mL
205057,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,1.08776101493115E-13,Gamma Spectroscopy,,Am-241,0,uCi/mL
205059,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,3.35548134157567E-14,Gamma Spectroscopy,,Ba-140,0,uCi/mL
205061,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,9.92460067412621E-14,Gamma Spectroscopy,,Ce-144,0,uCi/mL
205063,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,5.30363564899454E-14,Gamma Spectroscopy,,Cs-136,0,uCi/mL
205065,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,3.60324957772758E-14,Gamma Spectroscopy,,I-131,0,uCi/mL
205067,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,9.46221017374626E-14,Gamma Spectroscopy,,I-132,0,uCi/mL
205069,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,2.19436064750321E-12,Gamma Spectroscopy,,Mo-99,0,uCi/mL
205071,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,1.93948590810145E-14,Gamma Spectroscopy,,Nb-95,0,uCi/mL
205073,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,1.56692554487458E-13,Gamma Spectroscopy,,Ru-106,0,uCi/mL
205075,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,2.05650667895221E-13,Gamma Spectroscopy,,Te-129m,0,uCi/mL
205077,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,9.46221017374626E-14,Gamma Spectroscopy,,Te-132,0,uCi/mL
205079,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,0,3.51505487982327E-14,Gamma Spectroscopy,,Zr-95,0,uCi/mL
205081,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,1.07752168590356E-13,2.5830999319606E-14,GP Counting,,Gross Alpha,1.07752168590356E-14,uCi/mL
205083,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,1.61376297880598E-14,1.54614694728312E-14,Gamma Spectroscopy,,Cs-137,2.85083875876991E-14,uCi/mL
205085,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,1.72838879531858E-14,1.88654517689361E-14,Gamma Spectroscopy,,Cs-134,2.95165664518279E-14,uCi/mL
205087,9335,SCF-00218,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,4/30/2011 11:04:00 AM,DOE,Field Team: Paper Filter  Associated Charcoal Filter SCF-00218C; Description: ---;,Paper,1435.5,cubic feet,4.38910500058052E-14,3.27192658048342E-14,GP Counting,,Gross Beta,1.50311815088374E-13,uCi/mL
205089,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,6.8084795606608E-13,Gamma Spectroscopy,,Am-241,0,uCi/mL
205091,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,4.48801174082443E-14,Gamma Spectroscopy,,Ba-140,0,uCi/mL
205093,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,1.47384084439153E-13,Gamma Spectroscopy,,Ce-144,0,uCi/mL
205095,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,2.44520189296609E-14,Gamma Spectroscopy,,Cs-134,0,uCi/mL
205097,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,6.58693058493905E-14,Gamma Spectroscopy,,Cs-136,0,uCi/mL
205099,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,2.22649274357179E-14,Gamma Spectroscopy,,Cs-137,0,uCi/mL
205101,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,1.16223714176575E-13,Gamma Spectroscopy,,I-132,0,uCi/mL
205103,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,2.47117671869109E-12,Gamma Spectroscopy,,Mo-99,0,uCi/mL
205105,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,2.6883744447422E-14,Gamma Spectroscopy,,Nb-95,0,uCi/mL
205107,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,2.31603553712846E-13,Gamma Spectroscopy,,Ru-106,0,uCi/mL
205109,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,2.67064394005087E-13,Gamma Spectroscopy,,Te-129m,0,uCi/mL
205111,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,1.16223714176575E-13,Gamma Spectroscopy,,Te-132,0,uCi/mL
205113,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,0,4.77391458338001E-14,Gamma Spectroscopy,,Zr-95,0,uCi/mL
205115,9629,SCF-00218C,Air Filter,Yes,35.7401,139.36095,148.590473960176,219.1038302946,SW,5/13/2011 11:04:00 AM,DOE,Field Team: Charcoal Filter Paper Filter pair SCF-00218;,Charcoal,1435.5,cubic feet,4.7677252234039E-14,4.60486699193861E-14,Gamma Spectroscopy,,I-131,3.82842318084162E-14,uCi/mL
205117,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,2.5279999447958E-12,Gamma Spectroscopy,,Ba-140,0,uCi/mL
205119,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,6.06399999658613E-12,Gamma Spectroscopy,,Ce-144,0,uCi/mL
205121,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,1.13346223375654E-12,Gamma Spectroscopy,,Cs-134,0,uCi/mL
205123,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,3.42874949105123E-12,Gamma Spectroscopy,,Cs-136,0,uCi/mL
205125,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,1.11131886969086E-12,Gamma Spectroscopy,,Cs-137,0,uCi/mL
205127,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,2.22168546813368E-12,Gamma Spectroscopy,,I-131,0,uCi/mL
205129,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,4.56129619975191E-12,Gamma Spectroscopy,,I-132,0,uCi/mL
205131,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,3.75999995028131E-11,Gamma Spectroscopy,,Np-239,0,uCi/mL
205133,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,1.54220004822125E-11,Gamma Spectroscopy,,Sb-127,0,uCi/mL
205135,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,1.65799995954785E-08,Gamma Spectroscopy,,Sr-89gamma,0,uCi/mL
205137,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,1.31240001505217E-11,Gamma Spectroscopy,,Te-129m,0,uCi/mL
205139,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,4.56129619975191E-12,Gamma Spectroscopy,,Te-132,0,uCi/mL
205141,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,9.79000040757239E-12,Gamma Spectroscopy,,Xe-133,0,uCi/mL
205143,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,0,2.40600009533687E-12,Gamma Spectroscopy,,Zr-95,0,uCi/mL
205145,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,1.86E-12,3.29E-12,GP Counting,,Sr-Total,8.75E-13,uCi/mL
205147,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,1.32421216794276E-11,2.58442895230464E-11,GP Counting,,Gross Alpha,1.32421216794276E-12,uCi/mL
205149,8049,SCF-00228,Air Filter,No,35.517247,140.278077,137.851753824207,197.897909227928,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.;",paper,21.48,cubic feet,4.30388645468652E-11,3.27361000625254E-11,GP Counting,,Gross Beta,1.42512796512799E-10,uCi/mL
205151,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,5.59132611276731E-12,Gamma Spectroscopy,,Ba-140,0,uCi/mL
205153,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,1.45137488742866E-11,Gamma Spectroscopy,,Ce-144,0,uCi/mL
205155,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,2.2087711968605E-12,Gamma Spectroscopy,,Cs-134,0,uCi/mL
205157,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,7.82363093769414E-12,Gamma Spectroscopy,,Cs-136,0,uCi/mL
205159,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,2.0255894821885E-12,Gamma Spectroscopy,,Cs-137,0,uCi/mL
205161,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,5.21890196495179E-12,Gamma Spectroscopy,,I-131,0,uCi/mL
205163,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,1.78692221206014E-11,Gamma Spectroscopy,,I-132,0,uCi/mL
205165,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,2.98302785837409E-10,Gamma Spectroscopy,,Np-239,0,uCi/mL
205167,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,5.26399285156629E-11,Gamma Spectroscopy,,Sb-127,0,uCi/mL
205169,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,3.07485899784465E-08,Gamma Spectroscopy,,Sr-89gamma,0,uCi/mL
205171,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,2.55349558858682E-11,Gamma Spectroscopy,,Te-129m,0,uCi/mL
205173,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,1.78692221206014E-11,Gamma Spectroscopy,,Te-132,0,uCi/mL
205175,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,5.95568774028014E-11,Gamma Spectroscopy,,Xe-133,0,uCi/mL
205177,7501,SCF-00229,Air Filter,No,35.517247,140.278076,137.851770793638,197.897931494528,SSW,3/26/2011 2:30:00 PM,DOE,"Field Team: I-132 (2.3h half-life) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation.  Results verified by LLNL and Triage.; Description: Rt. 20 @ Toke ;",charcoal,21.48,cubic feet,0,4.58266572744086E-12,Gamma Spectroscopy,,Zr-95,0,uCi/mL
205367,8441,SCF-00245,Air Filter,Yes,35.668,139.743,140.581922770232,210.96236128809,SSW,3/29/2011 4:04:00 PM,DOE,"Field Team: charcoal  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation; Description: charcoal;",Charcoal,1122.14,cubic feet,0,9.78430643220885E-14,Gamma Spectroscopy,,Ba-140,0,uCi/mL
205369,8441,SCF-00245,Air Filter,Yes,35.668,139.743,140.581922770232,210.96236128809,SSW,3/29/2011 4:04:00 PM,DOE,"Field Team: charcoal  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation; Description: charcoal;",Charcoal,1122.14,cubic feet,0,1.46920538579016E-13,Gamma Spectroscopy,,Ce-144,0,uCi/mL
205371,8441,SCF-00245,Air Filter,Yes,35.668,139.743,140.581922770232,210.96236128809,SSW,3/29/2011 4:04:00 PM,DOE,"Field Team: charcoal  I-132 (2.3h halflife) activity is assigned to be equal to Te-132 activity, appropriate of conservative dose estimation; Description: charcoal;",Charcoal,1122.14,cubic feet,0,3.10458267748494E-14,Gamma Spectroscopy,,Cs-134,0,uCi/mL
